выборка,n_shots,доля голов,медиана расстояния,"медиана угла, °",доля ударов головой,доля open play,доля со штрафных,медиана statsbomb_xg
с контекстом,4905,0.11049949031600408,19.24162155328911,19.28873269833814,0.145565749235474,0.9414882772680938,0.0581039755351682,0.05361967
все удары,4905,0.11049949031600408,19.24162155328911,19.28873269833814,0.145565749235474,0.9414882772680938,0.0581039755351682,0.05361967
